0.1, 1, -860.31091, -309.04214 
0.1, 2, -161.74744, -92.21286 
0.1, 3, -89.62165, -39.32438 
0.1, 4, -1858.69446, -515.42841 
0.1, 5, -565.64832, -134.57614 
0.1, 6, -327.23492, -123.99432 
0.1, 7, -321.59100, -77.00660 
0.1, 8, -35.26851, -38.45562 
0.1, 9, -1095.92737, -348.34445 
0.1, 10, -232.82571, -72.41229 
0.1, 11, -52.43204, -30.75014 
0.1, 12, -164.35162, -118.42693 
0.1, 13, -44.62804, -60.40481 
0.1, 14, -87.54005, -61.26784 
0.1, 15, -53.52539, -26.83092 
0.1, 16, -60.51117, -33.52960 
0.1, 17, -74.35317, -40.12202 
0.1, 18, -31.86388, -20.83372 
0.1, 19, -300.47034, -40.21721 
0.1, 20, -25.59044, -22.30620 
0.2, 1, -1121.98633, -258.44174 
0.2, 2, -178.52254, -141.36661 
0.2, 3, -108.13430, -29.11293 
0.2, 4, -2435.56787, -903.93329 
0.2, 5, -655.63324, -232.28333 
0.2, 6, -392.46503, -134.74716 
0.2, 7, -374.35281, -63.72144 
0.2, 8, -32.88074, -41.07658 
0.2, 9, -1407.86877, -680.24030 
0.2, 10, -274.94901, -83.46347 
0.2, 11, -48.75760, -30.55595 
0.2, 12, -175.83713, -134.99055 
0.2, 13, -42.96595, -62.37835 
0.2, 14, -105.63499, -78.16349 
0.2, 15, -52.77673, -22.35225 
0.2, 16, -65.46247, -30.90269 
0.2, 17, -80.40665, -31.08687 
0.2, 18, -29.25666, -21.66965 
0.2, 19, -221.51271, -33.06994 
0.2, 20, -21.41924, -17.07843 
0.3, 1, -1142.92078, -337.42435 
0.3, 2, -148.57681, -61.58239 
0.3, 3, -133.15245, -24.41869 
0.3, 4, -4670.45410, -3080.72949 
0.3, 5, -748.15613, -267.22235 
0.3, 6, -406.98563, -128.64491 
0.3, 7, -412.73975, -85.42999 
0.3, 8, -44.54169, -38.00389 
0.3, 9, -1844.90247, -1095.16321 
0.3, 10, -286.58783, -91.61378 
0.3, 11, -51.77379, -29.86009 
0.3, 12, -183.23053, -138.53572 
0.3, 13, -48.81421, -63.24361 
0.3, 14, -129.07639, -82.67497 
0.3, 15, -52.33326, -21.29413 
0.3, 16, -69.54377, -30.46669 
0.3, 17, -90.32882, -32.77764 
0.3, 18, -49.47520, -21.01602 
0.3, 19, -231.28162, -38.16720 
0.3, 20, -21.53265, -16.68261 
