0.1, 1, -25.12052, -42.38004 
0.1, 2, -20.40737, -18.95937 
0.1, 3, -29.04445, -30.87870 
0.1, 4, -3.40042, -3.42149 
0.1, 5, -10.62971, -4.33766 
0.1, 6, -3.44532, -3.45010 
0.1, 7, -56.34944, -50.58117 
0.1, 8, -20.14325, -7.16410 
0.1, 9, -91.01881, -87.60564 
0.1, 10, -9.83688, -23.19571 
0.1, 11, -6.53952, -18.31419 
0.1, 12, -3.38494, -3.38045 
0.1, 13, -3.34416, -3.32799 
0.1, 14, -24.90534, -22.79012 
0.1, 15, -6.13049, -3.41616 
0.2, 1, -25.56242, -37.22246 
0.2, 2, -19.54477, -15.95825 
0.2, 3, -51.39913, -31.60988 
0.2, 4, -3.22874, -3.22764 
0.2, 5, -10.61169, -4.36236 
0.2, 6, -3.44080, -3.44626 
0.2, 7, -56.50422, -50.01796 
0.2, 8, -20.45377, -7.07277 
0.2, 9, -91.02474, -87.64080 
0.2, 10, -9.88945, -23.65469 
0.2, 11, -6.54902, -18.31135 
0.2, 12, -3.37986, -3.37715 
0.2, 13, -3.33197, -3.32123 
0.2, 14, -24.64566, -22.75431 
0.2, 15, -6.13438, -3.41875 
0.3, 1, -25.59702, -37.24868 
0.3, 2, -19.55442, -17.11439 
0.3, 3, -53.53273, -31.84302 
0.3, 4, -3.22764, -3.22717 
0.3, 5, -10.60756, -4.35989 
0.3, 6, -3.44987, -3.44563 
0.3, 7, -56.52859, -50.03865 
0.3, 8, -20.38209, -7.07978 
0.3, 9, -91.01542, -87.52611 
0.3, 10, -9.89054, -23.63924 
0.3, 11, -6.53176, -18.33895 
0.3, 12, -3.37935, -3.37669 
0.3, 13, -3.33106, -3.32010 
0.3, 14, -23.99101, -22.87106 
0.3, 15, -6.12905, -3.41359 
