 5, -293.9195861816406, [0.59161764 0.48238614 0.60428977 0.61398214 0.4920516 ],  [0.5919283  0.4820342  0.60478973 0.61421496 0.49379957], [0.5912441  0.48096332 0.6037961  0.6146937  0.49297914] 
 5, -285.3627624511719, [0.59111226 0.4832632  0.6037063  0.6147571  0.49127552],  [0.589168   0.48365584 0.6041516  0.6146118  0.49173728], [0.5880689  0.48191735 0.60009146 0.6157576  0.48713493] 
 5, -306.8319396972656, [0.5917689  0.4829907  0.6044808  0.61550623 0.49232516],  [0.59060514 0.4836372  0.60484236 0.6139962  0.49210668], [0.5901852  0.48265502 0.60492617 0.61570185 0.49366185] 
 5, -331.4148254394531, [0.5881896  0.48411548 0.6033144  0.6150353  0.49006447],  [0.59133357 0.48189297 0.60396636 0.6145732  0.4928547 ], [0.58902246 0.48451942 0.6033166  0.6139918  0.4896407 ] 
 5, -281.8645935058594, [0.58888096 0.48251554 0.60409546 0.61493456 0.4924567 ],  [0.5902472  0.48176113 0.6044441  0.61458904 0.4933814 ], [0.58847505 0.48583895 0.6049204  0.61395633 0.49038357] 
 5, -289.2757568359375, [0.5896546  0.4842967  0.6043735  0.614244   0.49188414],  [0.5905381  0.4812108  0.6032902  0.6149076  0.49292248], [0.5911061  0.48090214 0.6019826  0.61573315 0.49113423] 
 5, -294.0936279296875, [0.58972573 0.4838568  0.60375327 0.6138442  0.4907414 ],  [0.59147453 0.48017585 0.60443914 0.61461234 0.4960791 ], [0.58890975 0.48222068 0.60329753 0.61365265 0.49228597] 
 5, -313.2607727050781, [0.59098876 0.4854223  0.60490644 0.61453605 0.49054587],  [0.5884967 0.4841408 0.6028064 0.6144827 0.4893748], [0.59195393 0.48448053 0.6044913  0.61395544 0.49008417] 
 5, -302.2249450683594, [0.59017265 0.48400405 0.60499346 0.61350524 0.49109086],  [0.5909739  0.480108   0.6037337  0.6144602  0.49345565], [0.5899752  0.48522475 0.60428023 0.6134445  0.48877913] 
 5, -327.1839599609375, [0.5910052  0.48179588 0.6050523  0.61428064 0.4941178 ],  [0.5914677  0.48001206 0.6039478  0.61495066 0.49414772], [0.59044284 0.4811807  0.6039929  0.61379737 0.4932015 ] 
 5, -319.5141906738281, [0.5929387  0.4815315  0.6038698  0.61372685 0.49344996],  [0.5923893  0.481172   0.60390043 0.6141122  0.4939267 ], [0.59261554 0.4849404  0.6046868  0.61355233 0.49162343] 
 5, -291.26910400390625, [0.5901469  0.4826649  0.60430014 0.6150095  0.49220532],  [0.58949924 0.48044202 0.6041979  0.6158911  0.49470583], [0.5892628 0.4840165 0.6042592 0.6153678 0.4907715] 
 5, -289.4667663574219, [0.5903216  0.48277137 0.6035102  0.61396295 0.49312207],  [0.59012085 0.48109737 0.6029929  0.61370194 0.49359444], [0.58943826 0.48641777 0.6041019  0.6131792  0.49014452] 
 5, -285.7851257324219, [0.5898629  0.48479816 0.60309166 0.61456543 0.49068692],  [0.5916756  0.48069647 0.603785   0.6143417  0.49533305], [0.5891459  0.4823026  0.6019823  0.6141148  0.49159175] 
 5, -324.1622009277344, [0.5899296  0.48210424 0.6032411  0.61387444 0.492393  ],  [0.5904557  0.48103347 0.6038876  0.6137343  0.4945018 ], [0.58849293 0.4818836  0.60301346 0.6133859  0.4925986 ] 
 5, -285.25482177734375, [0.590753   0.48191667 0.60371846 0.615106   0.49341443],  [0.5904581  0.4827285  0.6048373  0.6152058  0.49467093], [0.5918694  0.48259187 0.60490906 0.6147466  0.49418893] 
