 2, -88.01811981201172, [0.03374299 0.24784136 1.         0.10147291 0.19733982],  [0.01560456 0.2891063  1.         0.68172127 0.4308099 ], [0.13286592 0.25579166 1.         0.78752965 0.73725885] 
 2, -72.81521606445312, [0.0320848  0.5977845  1.         0.03130299 0.06126568],  [0.0368342  0.55303127 1.         0.12004718 0.26349154], [0.01974082 0.27669924 1.         0.24138533 0.21318375] 
 2, -114.7417984008789, [0.13432762 0.4225159  1.         0.23946019 0.5060356 ],  [0.04570506 0.3683628  1.         0.17341286 0.34143373], [0.02542834 0.51752573 1.         0.14732483 0.200943  ] 
 2, -116.64128112792969, [0.0163453  0.09596933 1.         0.49742925 0.6785888 ],  [0.02552256 0.33870062 1.         0.20047729 0.25992927], [0.05086739 0.3488858  1.         0.19378807 0.33104628] 
 2, -80.6562271118164, [0.02386709 0.23167507 1.         0.27181384 0.16410893],  [0.03319107 0.20112847 1.         0.6825151  0.33541054], [0.0110113  0.29954734 1.         0.266668   0.31097254] 
 2, -67.9983901977539, [0.02646549 0.5881207  1.         0.72290653 0.70712477],  [0.01683327 0.1487342  1.         0.41627604 0.56081444], [0.01598536 0.44836977 1.         0.22379987 0.2676628 ] 
 2, -77.52565002441406, [0.00492791 0.18576597 1.         0.3642406  0.46464592],  [0.03460963 0.18936078 1.         0.5034803  0.791479  ], [0.05168563 0.19836624 1.         0.5250044  0.59561497] 
 2, -83.31398010253906, [0.02481101 0.54712147 1.         0.24994168 0.21538174],  [0.06102382 0.36431703 1.         0.14872476 0.19185047], [0.00767791 0.3496066  1.         0.18468092 0.10247972] 
 2, -95.91844940185547, [0.05555414 0.11055341 1.         0.3587316  0.1773895 ],  [0.03099287 0.1767306  1.         0.28560573 0.36822012], [0.04181492 0.28024483 1.         0.36764675 0.3657708 ] 
 2, -129.95040893554688, [0.04155571 0.3629762  1.         0.6341946  0.27197042],  [0.02916547 0.4432413  1.         0.4176854  0.23370433], [0.0579324 0.5716996 1.        0.317841  0.2189481] 
 2, -89.82492065429688, [0.0198491  0.29692727 1.         0.25994235 0.08225541],  [0.04492487 0.23517941 1.         0.0807217  0.07901034], [0.064257   0.43316317 1.         0.3056281  0.30369315] 
 2, -84.30496978759766, [0.07295211 0.4722324  1.         0.35165015 0.46186647],  [0.03832654 0.30997384 1.         0.5121484  0.48665395], [0.01235141 0.08856157 1.         0.47322023 0.4140235 ] 
 2, -111.50067138671875, [0.01111281 0.23037045 1.         0.40870446 0.20757367],  [0.04169045 0.31015298 1.         0.40273815 0.3319155 ], [0.12979694 0.46574727 1.         0.37758636 0.30928066] 
 2, -110.96205139160156, [0.04078704 0.3104462  1.         0.1772622  0.233157  ],  [0.01954046 0.32261154 1.         0.13580413 0.06496622], [0.10189484 0.26586664 1.         0.35694206 0.30548295] 
 2, -80.73546600341797, [0.00976878 0.07251074 1.         0.5172868  0.15770282],  [0.08023726 0.34835356 1.         0.22048672 0.07968131], [0.02936261 0.34128633 1.         0.16733062 0.0690001 ] 
 2, -79.76200866699219, [0.03573425 0.30366108 1.         0.3974739  0.40590635],  [0.0379127  0.33564913 1.         0.8579417  0.87650347], [0.03787312 0.31835344 1.         0.31243554 0.39898598] 
 2, -80.35637664794922, [0.15312734 0.15808329 1.         0.809483   0.77700996],  [0.02916326 0.26330173 1.         0.43888107 0.46634215], [0.08352107 0.32058245 1.         0.50341105 0.51600933] 
 2, -128.52017211914062, [0.         0.2928742  1.         0.22689229 0.4400753 ],  [0.03534204 0.29269204 1.         0.12375148 0.1618724 ], [0.14481468 0.28428066 1.         0.5183861  0.307964  ] 
 2, -92.79061889648438, [0.04184884 0.22930223 1.         0.22958457 0.58538514],  [0.07683088 0.23437268 1.         0.21138178 0.1914674 ], [0.05516444 0.20214897 1.         0.26548332 0.18197724] 
