0.4, 1, -700.77924, -270.01428 
0.4, 2, -221.23334, -120.92139 
0.4, 3, -121.91018, -63.72124 
0.4, 4, -1604.62659, -598.67334 
0.4, 5, -485.22119, -142.66537 
0.4, 6, -386.52289, -151.99550 
0.4, 7, -326.25381, -83.71967 
0.4, 8, -47.81980, -47.14944 
0.4, 9, -1188.97998, -360.71439 
0.4, 10, -231.92197, -66.05548 
0.4, 11, -70.98533, -48.45296 
0.4, 12, -176.60672, -136.84315 
0.4, 13, -64.10537, -71.36413 
0.4, 14, -98.22276, -60.98707 
0.4, 15, -97.81226, -45.56209 
0.4, 16, -83.27924, -41.70032 
0.4, 17, -92.28150, -25.04083 
0.4, 18, -34.15196, -29.98252 
0.4, 19, -269.40912, -45.28017 
0.4, 20, -22.25101, -25.67977 
0.5, 1, -1077.09668, -261.71271 
0.5, 2, -290.55377, -123.26737 
0.5, 3, -159.29846, -66.63106 
0.5, 4, -1955.68018, -861.78326 
0.5, 5, -628.11884, -157.16818 
0.5, 6, -551.38989, -233.33736 
0.5, 7, -409.67087, -106.79359 
0.5, 8, -55.57413, -49.48993 
0.5, 9, -1621.02014, -596.49347 
0.5, 10, -305.86047, -81.56091 
0.5, 11, -71.77395, -48.20155 
0.5, 12, -194.37433, -144.77342 
0.5, 13, -69.61899, -71.31415 
0.5, 14, -116.17036, -76.75993 
0.5, 15, -111.74890, -36.60842 
0.5, 16, -93.51933, -47.99905 
0.5, 17, -105.43764, -27.16678 
0.5, 18, -40.22485, -36.36167 
0.5, 19, -218.71048, -36.95171 
0.5, 20, -20.41893, -19.92031 
0.6, 1, -1313.85681, -350.37897 
0.6, 2, -321.98297, -166.27831 
0.6, 3, -171.80566, -64.68549 
0.6, 4, -4697.00635, -3342.54395 
0.6, 5, -710.10645, -316.03760 
0.6, 6, -742.24829, -435.90036 
0.6, 7, -419.90381, -123.69330 
0.6, 8, -149.70166, -149.51955 
0.6, 9, -2546.05835, -1619.26233 
0.6, 10, -336.26837, -106.89162 
0.6, 11, -75.12815, -51.45072 
0.6, 12, -200.64786, -143.81558 
0.6, 13, -74.59609, -91.23087 
0.6, 14, -125.16969, -70.32467 
0.6, 15, -110.06989, -39.39076 
0.6, 16, -106.64407, -45.86450 
0.6, 17, -110.90128, -28.27231 
0.6, 18, -92.56934, -44.37523 
0.6, 19, -385.72891, -50.69707 
0.6, 20, -23.23505, -22.47066 
