 3, -114.51893615722656, [0.60113734 0.54518807 0.52287287 0.5113644  0.422737  ],  [0.6011334 0.5451834 0.5228786 0.5113611 0.422727 ], [0.60113597 0.54517996 0.5228747  0.5113694  0.42273226] 
 3, -111.36773681640625, [0.60075533 0.545012   0.5226187  0.51148295 0.42303976],  [0.600763   0.5450228  0.5226171  0.5115118  0.42306733], [0.6007533  0.545016   0.52262366 0.5114832  0.423036  ] 
 3, -119.29107666015625, [0.6011439  0.54526246 0.52280325 0.51053405 0.42265338],  [0.60116637 0.5452842  0.5228018  0.51055974 0.4226706 ], [0.6011533  0.545265   0.5227998  0.5105342  0.42265806] 
 3, -113.58514404296875, [0.601525   0.545512   0.52256936 0.51130944 0.42231563],  [0.6015205  0.54551286 0.5225658  0.51129895 0.4223114 ], [0.6015237  0.5455033  0.52256316 0.51131797 0.4223281 ] 
 3, -108.60716247558594, [0.6010189  0.545078   0.52302426 0.51151574 0.42284366],  [0.6010228  0.5450858  0.52302045 0.5115354  0.4228557 ], [0.60101795 0.54508275 0.52302194 0.51152056 0.42284915] 
 3, -109.0260009765625, [0.60098445 0.5450938  0.52255815 0.5109437  0.42288056],  [0.6009964  0.54510415 0.5225619  0.5109342  0.422868  ], [0.60099053 0.54509646 0.52256584 0.5109426  0.4228716 ] 
 3, -118.08038330078125, [0.6014964  0.5455232  0.5226975  0.5111672  0.42236805],  [0.60148346 0.545513   0.52269876 0.51114774 0.42235163], [0.6014896  0.5455256  0.5226941  0.5111612  0.42237002] 
 3, -115.77239227294922, [0.60100126 0.54506975 0.5229129  0.51105547 0.4227801 ],  [0.60099626 0.545065   0.5229177  0.5110413  0.4227621 ], [0.6010095  0.54507804 0.5229114  0.5110752  0.42279416] 
 3, -114.88760375976562, [0.6014374  0.54537785 0.5226205  0.5112609  0.42240098],  [0.60144615 0.545391   0.52261317 0.5112534  0.4224004 ], [0.6014605  0.5453924  0.5226246  0.51128125 0.42241332] 
 3, -113.4669189453125, [0.60099846 0.5452201  0.5230024  0.51136684 0.42287683],  [0.6009912  0.5452167  0.5230013  0.5113853  0.42288634], [0.6009745 0.5452083 0.5229938 0.5113293 0.4228587] 
 3, -115.83698272705078, [0.6015711  0.5455327  0.5225299  0.5112316  0.42226055],  [0.6015666  0.54553354 0.5225358  0.5112166  0.4222426 ], [0.60158014 0.54553246 0.5225328  0.5112277  0.4222498 ] 
 3, -118.3171157836914, [0.60148424 0.54544663 0.52266186 0.5111113  0.42235538],  [0.6014727  0.54544705 0.5226479  0.5110883  0.4223577 ], [0.6014989  0.5454606  0.52266043 0.511129   0.42237315] 
 3, -112.59898376464844, [0.60077924 0.545079   0.5230876  0.5115443  0.42301717],  [0.60077924 0.54507554 0.5230872  0.5115554  0.4230272 ], [0.6007673  0.5450749  0.52309024 0.5115286  0.4230106 ] 
 3, -109.00242614746094, [0.60143626 0.545403   0.52271986 0.5110252  0.42239004],  [0.6014523  0.5454154  0.52270526 0.5110286  0.42241147], [0.60145146 0.5454208  0.52271295 0.51103985 0.42241105] 
 3, -118.76256561279297, [0.6011154  0.54516053 0.52275926 0.5112115  0.42275342],  [0.6011314  0.545163   0.52277774 0.51122963 0.42274633], [0.60114425 0.5451727  0.5227721  0.5112479  0.42276365] 
 3, -111.54741668701172, [0.6014876  0.5454718  0.52268904 0.51101214 0.42238125],  [0.6014769  0.5454489  0.52270496 0.5109951  0.42234865], [0.6014811  0.545462   0.5226908  0.5109851  0.42235386] 
 3, -129.0489044189453, [0.60148686 0.5454412  0.52263975 0.5109484  0.42235607],  [0.6014932  0.5454619  0.52263665 0.51094186 0.42236185], [0.60149986 0.5454498  0.5226413  0.5109395  0.4223547 ] 
 3, -108.76826477050781, [0.601265   0.5452687  0.5227588  0.51136905 0.42254373],  [0.60127485 0.5452733  0.52275574 0.5113798  0.42255744], [0.6012605  0.5452703  0.5227601  0.5113469  0.42252967] 
 3, -109.82288360595703, [0.6007991  0.5451097  0.5228156  0.51166654 0.42300949],  [0.60080135 0.54511565 0.5228018  0.5116696  0.42303106], [0.6008064  0.5451172  0.52280337 0.5116777  0.4230322 ] 
 3, -119.90833282470703, [0.6004955  0.5448797  0.52287114 0.51128006 0.4232585 ],  [0.60049   0.5448691 0.5228774 0.5112579 0.423238 ], [0.60049075 0.5448713  0.522867   0.51126665 0.42325288] 
 3, -115.6378173828125, [0.60135657 0.5453433  0.52268225 0.51137084 0.42246974],  [0.6013452 0.5453331 0.5226787 0.5113878 0.4224824], [0.60135114 0.5453399  0.52268296 0.51138407 0.42248225] 
 3, -115.31472778320312, [0.6014208  0.5453969  0.5225367  0.5111281  0.42236912],  [0.6014379  0.5454001  0.5225451  0.5111387  0.42236304], [0.6014295  0.545399   0.5225405  0.51112336 0.42236647] 
 3, -122.57269287109375, [0.60153604 0.545505   0.52258873 0.5112341  0.4223025 ],  [0.6015325  0.54550666 0.52259225 0.51121897 0.42229572], [0.60152346 0.54550123 0.52259004 0.51120883 0.42229283] 
 3, -114.75848388671875, [0.6014755  0.5454459  0.52251893 0.5111749  0.42236328],  [0.601466   0.5454343  0.52252626 0.51114774 0.42234084], [0.60148466 0.54544604 0.52253026 0.51115096 0.4223379 ] 
 3, -112.22333526611328, [0.6004577  0.54476714 0.52299005 0.51169    0.42325947],  [0.6004574  0.54476845 0.52299404 0.5116912  0.4232568 ], [0.6004551  0.5447615  0.522987   0.51169235 0.42326346] 
 3, -108.84103393554688, [0.60078025 0.5450697  0.5232026  0.51118606 0.42299455],  [0.60076934 0.54505867 0.5232083  0.5111676  0.4229716 ], [0.60076696 0.5450767  0.52319187 0.5111727  0.42300168] 
